what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86",1540170006427
ws,sysinfo,,,"win32",1540170006427
locale,sysinfo,,,"zh_CN",1540170006427
processors,sysinfo,,,"4",1540170006427
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1540170006427
java.runtime.version,sysinfo,,,"1.6.0_10-rc2-b32",1540170006427
java.specification.name,sysinfo,,,"Java Platform API Specification",1540170006427
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1540170006427
java.specification.version,sysinfo,,,"1.6",1540170006427
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1540170006427
java.version,sysinfo,,,"1.6.0_10-rc2",1540170006427
java.vm.info,sysinfo,,,"mixed mode",1540170006427
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1540170006427
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1540170006427
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1540170006427
java.vm.specification.version,sysinfo,,,"1.0",1540170006427
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1540170006427
java.vm.version,sysinfo,,,"11.0-b15",1540170006427
started,bundle,org.eclipse.jst.jsp.core,1.2.401.v201108302147,"org.eclipse.jst.jsp.core",1540170006973
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1540170007332
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1540170007332
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1540170007394
started,bundle,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.ui",1540170007394
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1540170007410
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1540170007410
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1540170007441
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1540170007441
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1540170007441
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1540170007659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1540170008892
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1540170010296
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1540170014440
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1540170014970
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1540864907636
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1540864907636
