what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036083869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036084945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1541036084945
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1541036085585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036086801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036088736
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1541036088736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1541036088736
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1541036089001
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036091045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036092480
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1541036092495
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1541036093603
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1541036096897
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1541036097349
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1541036097380
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1541036107160
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1541036111762
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036118049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036118252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1541036123150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1541036124773
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1541036128064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036132354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1541036134866
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1541036147378
